TITLE,POEM,POET,METER,URL,,,
প্রজাপতি,"প্রজাপতির কোমল ডানা
উড়তে যে তার নাই কো মানা।
বিকেল বেলা নদীর তীরে
লুকোচুরি ঘাসের ভীড়ে।

প্রজাপতি নানা ছলে
ছুটে চলে ফুলে ফলে।
মধু খেয়ে ধেয়ে আসে
দলের সাথে মিষ্টি হাসে।

প্রজাপতির রূপটা ভালো
মাঝে মাঝে হলুদ কালো।
লার্ভা থেকে জন্ম তারই
কোথায় আছে তাদের বাড়ি।

পরাগায়ন পরাগ রেনু
প্রজাপতির গুনগুন বেণু।
গানে গানে মুগ্ধ করে
মধুতে ওই মুখটি ভরে।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%9c%e0%a6%be%e0%a6%aa%e0%a6%a4%e0%a6%bf-2/,,,
প্রভুর প্রেম ,"ডাকছে আমায় পরম প্রভু
আমার দেশে আয়,
সুখের উল্লাস আশার বাসর
তাহার পিছু ধায়।

বহুদিনের আশা ছিলো
মিলবো তাহার সাথ,
তাহার পাশে বসে তবে
পারি দেবো রাত।

ইচ্ছে আমার মনের কথা
বলবো তাহার সন,
তাতে আমার ভরে যাবে
বিষন্ন ওই মন।

তাহার পাশে বসে বসে
গল্প করবো ভাই,
পরম প্রভু কাছে যেতে
মনটা শুধু চাই।

প্রভুর দেশে যেতে আমি
করতে পারি সব,
আমার চেষ্টা দেখে সবাই
করে কল-রব।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%ad%e0%a7%81%e0%a6%b0-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a7%87%e0%a6%ae%e0%a7%87/,,,
বিবাহ ,"জিনা ব্যভিচার সমাজ থেকেই
দূর করতে সবাই চাও
সাবালক ছেলে মেয়ে হলে পরে
তাদের বিবাহ তবেই দাও।

তাহলে সমাজ থেকে কমে যাবে
জিনা ব্যভিচার অবৈধ প্রেম,
জীবন নদীতে শুরু করবে যে
নতুন নতুন স্বপ্ন গেম।

ধরার বুকতে নানা ব্যভিচার
দেরিতে বিবাহ এর জন্য,
যৌবন প্রাপ্ত হলে পরে মনে
তাড়াতাড়ি করে বিবাহ ধন্য।

বিবাহ তো হলো আল্লাহ বিধান
মেনে চলো এটা ধরার সবে,
আল্লাহ বিধান ভঙ্গ করলে
শাস্তি পাবো তো সবে ও তবে।

বিবাহ করলে তবে পাপাচার
হয় না তো এই ধরার বুকে,
সবাই তো কভু আল্লাহ বিধান
মানো তাহলে ই থাকবে সুখে।

",জাহাঙ্গীর আলম অপূর্ব ,মাত্রাবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%ac%e0%a6%bf%e0%a6%ac%e0%a6%be%e0%a6%b9-3/,,,
ছড়াক্বা,"গাঁয়ের সহজ সরল মানুষ আবুল মিয়া নাম
হেঁসে খেলে বলে কথা
মনে তাহার নেই’কো ব্যথা
স্বপ্ন দিয়ে আঁখি ঘেরা
জগৎ মাঝে তিনি সেরা
আবুল মিয়ার স্বপ্ন গুলো কোটি টাকা দাম।

দুইটি ছেলে

আমার গাঁয়ের দুইটি ছেলে কুটিল তাদের মন
পরচর্চা বসে করে
নিজের দোষটা নাহি ধরে
নিজকে ভাবে চালক অতি
নাহি তাহার জীবন গতি
হাতে হাতটা রেখে চলে তারা প্রতি ক্ষণ।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%9b%e0%a7%9c%e0%a6%be%e0%a6%95%e0%a7%8d%e0%a6%95%e0%a6%be/,,,
জীবন পথে ,"দামী পোষাক পড়লে পরে
দামী নয়তো তবে,
জ্ঞানে গুণে মহৎ হলে
শ্রেষ্ঠ তুমি ভবে।

নামী মানুষ ভালো পোষাক
বিবেক বিহীন তারা,
ভালো মন্দের ধার ধারে না
অহংকারী যারা।

প্রাচুর্য ওই দিয়ে তবে
ধরার বুকে সুখী,
জ্ঞান বুদ্ধিতে শ্রেষ্ঠ নহে
সেইজন হলো দুখী।

চকচক করলে পরে সোনা
নাহি তো’রে হবে,
জ্ঞান বুদ্ধিতে শ্রেষ্ঠ হলে
শ্রেষ্ঠ তারে কবে।

সব কিছুতে লজ্জিত হয়
বিবেক বিহীন লোকে,
লজ্জিত মুখ নিয়ে বাঁচে
মনের শোকে শোকে।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%9c%e0%a7%80%e0%a6%ac%e0%a6%a8-%e0%a6%aa%e0%a6%a5%e0%a7%87/,,,
কবি মহল,"এমন একটি কবি সমাজ
আমরা সবে চাই,
হিংসা বিদ্বেষ কোনো কথা
সেইখানেতে নাই।

কবি সমাজ মিলেমিশে
থাকতে হবে সব,
কবি কবি হিংসা বিদ্বেষ
নাহি কলরব।

কবি হলো জাতির দর্পণ
কবি শুদ্ধ জন,
ভালো কাজে ভালো ফলটা
কবির সৃষ্টি ক্ষণ।

হিংসা বিদ্বেষ ভুলে গিয়ে
চলো জীবন মুখ,
হিংসা বিদ্বেষ জাতি ধ্বংস
পাবে না কো সুখ।

জ্ঞানী গুণী কবি যারা
মন নেই হিংসা দ্বেষ,
তাঁরাই ভীষণ সমাদৃত
সুখের শুধু লেশ।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%95%e0%a6%ac%e0%a6%bf-%e0%a6%ae%e0%a6%b9%e0%a6%b2/,,,
দুর্দিন ,"খেটে খাওয়া মানুষ গুলো
মুখে তাদের উড়ছে ধূলো
চুকছে পেটের ঋণে,
রোদ বৃষ্টিতে নিত্য পোড়া
মাইনের জন্য পিছু ঘোরা
নিত্য নতুন দিনে।

দিনটা চলে এরূপ করে
শান্তি নাহি আসে ঘরে
খাদ্য চাই যে ছেলে,
সুখের উল্লাস নেই তো কভু
লেগে আছেন দুঃখ তবু
সুখ নাহি তো মেলে।

সংসারের হাল ধরার তরে
খেটে খেটে জীবন ভরে
ভালো থাকার জন্য,
কষ্ট করে গরীব মানুষ
মালিক শ্রেণি ছড়ায় ফানুস
স্ব কে ভাবে ধন্য।

শ্রমে শ্রমে জীবন খানি
শক্ত হয়তো সবাই জানি
অবিশ্রান্ত ঘাম,
কষ্ট নাহি মনে আসে
সুখে দুখে সবাই ভাসে
জীবন এরই নাম।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%a6%e0%a7%81%e0%a6%b0%e0%a7%8d%e0%a6%a6%e0%a6%bf%e0%a6%a8/,,,
স্বজনের প্রতীক্ষা,"শৈশবকালে হারিয়ে যায়
অনেক ছেলে মেয়ে,
আসবে কবে আপন ঘরে
স্বজন থাকে চেয়ে।

হারিয়ে গেছে সেই জনেরা
আসে না কভু ফিরে,
স্বজন তরে থাকেন শুধু
স্মৃতি এটুকু ঘিরে।

তাদের সাথে দেখা করতে
মনে ইচ্ছে করে,
সেই কথাটা মনে হলেই
অঝোর ধারা ঝরে।

চলে গেছে যে সবার থেকে
অনেক বেশি দূরে,
তাকে দেখতে পেলে স্বজনে
হৃদয় খানা ভরে।

সম্ভব না দেখা করে তো
অচিন পুরে ভাই,
সেথায় গিয়ে দেখা করাই
কারো সাধ্য নাই।

",জাহাঙ্গীর আলম অপূর্ব ,মাত্রাবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%b8%e0%a7%8d%e0%a6%ac%e0%a6%9c%e0%a6%a8%e0%a7%87%e0%a6%b0-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%a4%e0%a7%80%e0%a6%95%e0%a7%8d%e0%a6%b7%e0%a6%be/,,,
বাড়ি যাবো ,"বাবা মায়ের কাছে যাবে
রেলগাড়িতে চড়ে,
তাদের জন্য জিনিস নেবো
থলেখানি ভরে।

অবহেলায় পড়ে আছেন
তাঁরা অজগাঁয়ে,
সুখে-দুখে তারা থাকেন
তমাল তরু ছায়ে।

অযত্ন আর অবহেলা
ভীষণ কষ্ট করে,
সারাজীবন শুধু তারা
থাকে কুড়ে ঘরে।

এমন করে বাবা মায়ের
সময় যায় রে চলে,
শুধু দুঃখ শুধু দুঃখ
সুখ আসে কি বলে।

এত কষ্ট সহ্য করে
আছেন তারা বেঁচে,
তাদের কাছে যেতে আমার
মনটা ওঠে নেচে।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%ac%e0%a6%be%e0%a7%9c%e0%a6%bf-%e0%a6%af%e0%a6%be%e0%a6%ac%e0%a7%8b/,,,
মানব তুমি ,"শ্রেষ্ঠ জাতি মানব তুমি
সৃষ্টিকর্তার দান,
যেমন করে রক্ষিও হোক
তুমি তোমার মান।

মানের চেয়ে দামী নয়তো
এই অবনীর প্রাণ,
মান না থাকলে যতই করো
সপ্ত হর্ষে গান।

দাম দেবে না অবনীর কেউ
মান নাই রে ভাই যার,
কথায় কথায় অবহেলা
করবে সবে তার।

সপ্ত রাজার ধনের চেয়ে
বেশি মানের দাম,
থাকুক যত ধন সম্পদ রে
হবে না কো কাম।

অবনীর বুক সকল কিছু
অর্জন করা যাই,
কভু কোথাও মানের বাজার
আছে কিরে নাই।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%ae%e0%a6%be%e0%a6%a8%e0%a6%ac-%e0%a6%a4%e0%a7%81%e0%a6%ae%e0%a6%bf/,,,
শিক্ষিত হও,"শিক্ষিত হও খোকা সোনা
দূর করো সব কালো,
আঁধার ভেদে ছিনে আনে
ধরার বুকে আলো।

অজ্ঞতার ওই কালো ছায়া
দূর করিবে তুমি,
মাতৃ সম তোমার খোকা
মাতৃ জনম ভূমি।

জাগাবে হে নবীন সমাজ
দেখাবে আলোর মেলা,
যা দেখে সব খেলবে সদা
নতুন আলোর খেলা।

পৃথিবীর সব জরাজীর্ণ
কাটাবে যে খোকা,
বৃথা সময় নষ্ট করলে
হবে তুমি বোকা।

নতুন নতুন স্বপ্ন গুলো
নিবে তুমি কিনে,
তোমার কাছে আসবে সবে
স্বপ্ন কিনতে দিনে।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%b6%e0%a6%bf%e0%a6%95%e0%a7%8d%e0%a6%b7%e0%a6%bf%e0%a6%a4-%e0%a6%b9%e0%a6%93/,,,
গানের পাখি,"ময়না পাখির কাছে আমার
গান শেখারি আশা,
আমার কাছে সুন্দর লাগে
ময়না পাখির ভাষা।

ময়না পাখির গানটি ভালো
হৃদয় লাগে ভালো ,
ময়না পাখির পালক গুলো
ভীষণ ভীষণ কালো।

ধরার বুকে অনেক পাখি
আছে তবে ভরা,
তাদের মধ্যে ময়না পাখি
বলে শুধু ছড়া।

দোয়েল কোয়েল ময়না ফিঙে
আছে নানা পাখি,
তাদের মধ্যে আপন করে
ময়না টাকে রাখি।

ঠোঁটের আগায় হলুদ আভা
সুন্দর লাগে তাতে,
সারাদিনে আহার করে
ঘরে ফিরে রাতে।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%97%e0%a6%be%e0%a6%a8%e0%a7%87%e0%a6%b0-%e0%a6%aa%e0%a6%be%e0%a6%96%e0%a6%bf/,,,
আপন ঘর,"আপন কুটির ছোটো হলে
আপনজনে রয়,
মন আনন্দে নেচে গেয়ে
থাকে নাকো ভয়।

আপন কুটির খড়ের ছাওনি
রয়েছে মোর সব,
সেথায় আছে স্বাধীনতা
নাহি কলরব।

ইট পাথরের দালান দিলাম
সুখ যে তাতে নাই,
এমন প্রাসাদ থাকার চেয়ে
নাহি ভালো ভাই।

চড়ুই পাখির মতো পরের
ঘরে থাকা সুখ,
বাবুইপাখির আপন বাসায়
সহ্য করে দুখ।

আপন হাতের তৈরি করা
খড়ের ছাওনি ঘর,
ভালোবাসায় পরিপূর্ণ
নাহি কেহ পর।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%86%e0%a6%aa%e0%a6%a8-%e0%a6%98%e0%a6%b0/,,,
কর্মের জন্য ,"থেকো না আর ঘরের কোণে
কাজে লাগাও মন,
কাজে করলে পাবে তুমি
গুপ্ত ওই না ধন।

যত থাকবে তন্দ্রা ঘোরে
কেটে যাবে দিন,
বসে বসে বাড়বে তোমার
নিত্য দিনে ঋণ।

আলসেমি না করে তবে
কাজের খোঁজে চল
যতই হোক সে কাজটা কঠিন
পাবে সুন্দর ফল।

মুক্তা আনতে সাগর জলে
দিতে হবে ডুব,
তা ছাড়া কি মুক্তা পাবে
থাক না যতই রূপ।

ভালো কাজে ভালো ফলের
আশায় থাকে মন,
বসে আর না কাজই খোঁজো
ওই না সারাক্ষণ।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%95%e0%a6%b0%e0%a7%8d%e0%a6%ae%e0%a7%87%e0%a6%b0-%e0%a6%9c%e0%a6%a8%e0%a7%8d%e0%a6%af/,,,
জীবন তরী,"যাবি কে আয় পাল তোলা নায়
ফুলজোড়র নদীর দেশে,
মন মোহিনী প্রেম কাহিনী
ভাসবি সুখে শেষে।

নাওয়া খাওয়া নাহি পাওয়া
নদীর জলে তরী,
শাপলা ফুলে শালুক তুলে
আঁচল গেছে ভরি।

ফুলজোড় নদী আমরা যদি
না ভেসে ওই চলি,
হাওয়ায় দোলে মনটা খোলে
শুধু গানই বলি।

দলে ভাসে নাহি আসে
ওই না নদীর তীরে
নদীর কাছে মানুষ আছে
আপনজন পায় ফিরে।

মনের আশা শুধুই বাসা
একটুখানি ঘোরা,
নাও যে খানি প্রেম যে জানি
মনে মনে জোড়া।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%9c%e0%a7%80%e0%a6%ac%e0%a6%a8-%e0%a6%a4%e0%a6%b0%e0%a7%80-2/,,,
ডাকপিয়ন ও চিঠি ,"মুঠোফোনের প্রেমে পড়ে
চিঠির চলন নাই,
বসে বসে ডাক পিয়নে
মাগনা হাওয়া খাই।

আগের যুগে চিঠির চলন
নেই তুলনা তার,
ক্ষুদে বার্তার জন্য তবে
দেয় না চিঠি আর।

সুন্দর ভাষা দিয়ে রে ওই
চিঠি লেখা হয়,
ডাক পিয়নই ডাক ঘরেতে
চিঠিবিহীন রয়।

মুঠোফোনে কথা বলা
মুঠোফোনই সব,
বর্তমান ওই চিঠি খানা
রহম করো রব।

আগের যুগে চিঠি দিয়ে
হয়তো সকল কাজ,
এখন চিঠি দিতে গেলে
লাজ লাগে ভাই লাজ।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%a1%e0%a6%be%e0%a6%95%e0%a6%aa%e0%a6%bf%e0%a7%9f%e0%a6%a8-%e0%a6%93-%e0%a6%9a%e0%a6%bf%e0%a6%a0%e0%a6%bf/,,,
কন্যা সন্তান,"বাপের বাড়ি যাবার কালে
খুশি কন্যার মন,
কত কিছু ভাবে সদা
শুধুই ক্ষণে ক্ষণ।

বাপের গৃহে এলে কন্যার
দৃঢ় মনো’বল
স্বামীর গৃহে যাবার কালে
চোখে আসে জল।

সুখে দুখে জীবন তরী
বাপের গৃহে টান,
ঘাত প্রতিঘাত জীবন মুখে
মান আর অভি’মান।

বাপের গৃহে থেকে কন্যার
বেলা গেছে ওই,
স্বামীর গৃহে নেইতো কোথা
প্রাণের প্রিয় সই।

বাপের গৃহে কন্যা সন্তান
থাকে সুখে তাই,
বাপের গৃহে মতো শান্তি
অন্য কোথাও নাই।

বাপের গৃহে কষ্ট করে
থাকে সেথায় মন,
শ্বশুর গৃহের সুখে ভরা
যেমন পদ্ম বন।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%95%e0%a6%a8%e0%a7%8d%e0%a6%af%e0%a6%be-%e0%a6%b8%e0%a6%a8%e0%a7%8d%e0%a6%a4%e0%a6%be%e0%a6%a8/,,,
খুলে দাও বিদ্যাপীঠ,"মাগো তুমি বলতে পারো
স্কুল কবে খুলবে
গুরুর সাথে সবাই মিলে
নানা ছড়া বলবে।

কবে থেকে বন্ধ আছে
ওই না স্কুল কলেজ
তাতে কি মা বৃদ্ধি পাবো
সব শিশুদের নলেজ।

ঘরে বসে সময় কাটে
যাই না কভু বেলা,
একা একা করি শুধু
আমি নিজে খেলা।

কি যে করি ভেবে না পায়
বলো না মা কিছু,
জ্ঞানে গুণে রয়েছি মা
এমনি সবার পিছু।

একটা বছর বসে বসে
সময় গেছে কেটে
করোনার ওই সংক্রমণে
সবাই গেছে টুটে।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%96%e0%a7%81%e0%a6%b2%e0%a7%87-%e0%a6%a6%e0%a6%be%e0%a6%93-%e0%a6%ac%e0%a6%bf%e0%a6%a6%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%aa%e0%a7%80%e0%a6%a0/,,,
রাজাধিরাজ ,"ধরা চলে প্রভুর কথায়
বুঝবে সবে কবে,
তার ইশারায় সূর্য ওঠে
মালিক তিনি ভবে।

পাখির গানে মুগ্ধ সবাই
সৃষ্টিকর্তার লীলা
ধরার অপার সৌন্দর্য যে
প্রভু ক্যামনে দিলা।

তুমি হলে রাজাধিরাজ
সকল কিছুর স্রষ্টা
তোমার দেওয়া বিধানে না
চললে সে পথ ভ্রষ্টা।

নিয়ামতের শোকর করি
আমরা সবে মিলে
সব কিছু তো মোদের জন্য
প্রভু তুমি দিলে।

পৃথিবীতে তোমার সম
নেই তো কারো শক্তি
তোমার জন্য বান্দার মনে
সীমাহীন যে ভক্তি।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%b0%e0%a6%be%e0%a6%9c%e0%a6%be%e0%a6%a7%e0%a6%bf%e0%a6%b0%e0%a6%be%e0%a6%9c/,,,
অহংকার ,"অহংকার ওই পতনের মূল
বিজ্ঞ জনে কয়,
অহংকারীর সঙ্গীসাথী
কখনো কেউ নয়।

অহংকারের চূড়ায় উঠে
দেখায় কত বল
পরকালে পাবে তুমি
কৃতকর্মের ফল।

প্রাচুর্যের ভাই মধ্যে থাকে
যতোই করো ছল,
মৃত্যুর দূতের কাছের তোমার
হবে সবি জল।

কর্ম যেমন ফল তেমনি
শাস্ত্র বলে তাই,
ইতিহাস ভাই সাক্ষী আছে
রেহাই তো পায় নাই।

সবি ভুলে একত্র হয়ে
গায় মানবের গান,
সকল অহং চুর্ণ হোক ভাই
জুড়ক মন আর প্রাণ।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%85%e0%a6%b9%e0%a6%82%e0%a6%95%e0%a6%be%e0%a6%b0-3/,,,
সত্যের পথে,"মিথ্যা ছাড়ো সত্য ধরো
নইলে মিথ্যায় পুড়ে মরো
আখের হবে ভার,
সত্যের পথটি ধরে রাখো
জনম জনম সুখে থাকো
তবেই হবে পার।

সত্যের পথে শান্তি মিলে
মিথ্যার পথে ভয়’যে দিলে
মনটা কাঁপে আজ,
ধরার বুকে সত্য হলো
মিথ্যার চেয়ে ভীষণ ভালো
নেই বলতে আর লাজ।

ধরার যত সাধু লোকে
সত্যের পথে তারা থাকে
করে না তো ভুল,
ধরার বুকে পাপী যারা
ভীষণ মিথ্যা বলেন তারা
নয়তো সাদা ফুল।

সত্যের পথে চলে ভাই সব
মিথ্যা নিয়ে নেই কলরব
চলে সত্যে পথ,
জীবন মুখে খাড়া থাকা
মিথ্যায় ভীষণ কালিমাখা
চলবে না প্রাণ রথ।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%b8%e0%a6%a4%e0%a7%8d%e0%a6%af%e0%a7%87%e0%a6%b0-%e0%a6%aa%e0%a6%a5%e0%a7%87/,,,
পরচর্চা ,"নিন্দা করা নিন্দুকের কাজ
এমন করেই চলে ধরা,
নিন্দুকের ওই নিন্দার ফলে
শুদ্ধ হয় ভাই জীবন তরা।

খুটিনাটি ভুল করলে ভাই
নিন্দুকের ওই চোখে পড়ে,
শুদ্ধিকরণ পুরো জীবন
থাকবে জনম জনম ভরে।

বিনা মূল্যে ময়লা ধুয়ে
নিন্দুক করে পবিত্র ভাই
তাহার মতো আপন স্বজন
পৃথিবীতে কারো তো নাই।

নিন্দা করবে নিন্দুক ভাই
এটাই রীতি জগৎ মাঝে,
তোমার আমার নিন্দা করা
তাই বলো কি কভু সাজে।

নিন্দুক হলো ধরার বুকে
সবার খুবই ভালো মিত্র,
করলে ভুল ভাই সাথে সাথে
তুলে ধরে কাজের চিত্র।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%aa%e0%a6%b0%e0%a6%9a%e0%a6%b0%e0%a7%8d%e0%a6%9a%e0%a6%be/,,,
সাম্য,"ভেদাভেদ যে চাই না আমরা
জীবনে চাই সুখ
মিলেমিশে থাকলে পারে
আসবে নাকো দুখ।

জাত্যভিমান যুদ্ধের কারণ
পেটে নাইরে ভাত,
এমন করে যায় না তবু
কোনো দিবস রাত।

মুচি কামার কুমার জেলে
সবাই মানুষ ভাই,
তাদের মতোন দেবতুল্য
ধরার বুকে নাই।

মানুষ মানুষ নেইকো তফাৎ
কিসের দ্বন্দ্ব আজ,
বসে বসে জাতের আলাপ
নেইকো কোনো কাজ।

ধর্মের বিশ্বাস সবার সমান
ফারাক নেই তো আর,
সকলের ওই সৃষ্টিকর্তা
সকল সৃষ্টি তার।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%b8%e0%a6%be%e0%a6%ae%e0%a7%8d%e0%a6%af/,,,
মৃদুস্বরে হাসি,"ছেলেবেলায় শুনেছি যে
কত হাসির কথা
সেই হাসির কি কথা বলা
যাবে যথা’তথা।

মৃদু হাসি আছে মুখে
হাসি কত প্রকার
জনে জনে আমি বলি
আছে হাসির আকার।

কারো মুখে অট্টহাসি
কারো মুখে মৃদু
কোন হাসিতে বলো আছে
দৃষ্টিকারা জাদু।

তেমন হাসি মুখ ওই আমি
কিনতে চাই যে তবু
এমন হাসি মুখ’কি ধরায়
পাওয়া যাবে কভু।

মৃদু হাসি মুখে আছে
তারে লাগে ভালো,
হোক না ধরার বুকে তিনি
খুউব খুউব কালো।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%ae%e0%a7%83%e0%a6%a6%e0%a7%81%e0%a6%b8%e0%a7%8d%e0%a6%ac%e0%a6%b0%e0%a7%87-%e0%a6%b9%e0%a6%be%e0%a6%b8%e0%a6%bf/,,,
বাংলার নারী,"বাংলার নারী পড়ে শাড়ি
নানা রকম সাজে,
জি সিরিয়াল দেখে তারা
মন বসে না কাজে।

অলস সময় করে পারি
সদা করে গল্প,
যদি কেউ ভাই যেতে রে চাই
বসো একটু অল্প।

ভালো কাজে মন বসে না
দারুণ বিমুখ তারা,
পরচর্চা করে নারী
কাটে দিন যে সারা।

ইচ্ছে মতোন ঘুরাঘুরি
জি সিরিয়াল দেখে,
মনের ভিতর অনেক কথা
সবকে বলতে থাকে।

আগের মতোন নারীর মন ভাই
কাজের দিকে ওই নাই,
হেলায় হেলায় সময় কাটে
শুধু শুধু ও ভাই।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%ac%e0%a6%be%e0%a6%82%e0%a6%b2%e0%a6%be%e0%a6%b0-%e0%a6%a8%e0%a6%be%e0%a6%b0%e0%a7%80/,,,
দূষিত পৃথিবী ,"এমন দূষিত ধরা আমি চাইনি তো কভু
চেয়েছিলাম রে ভ্রাতা দূষণহীন ভূ তবু।
যেখানে আছে আমার খোলামেলা বিচরণ
সতত সবাই কাটে সারাবেলা ভাই বন।

বিচার বিহীন সবে দূষণ করে যে ধরা
তারে তরে পৃথিবীতে শুধু শুধু হয় খরা।
মানুষের হয় শুধু নানা ধরনের রোগ
মাটি,পানি দূষণ যে নানা রোগে ভাই ভোগ।

পরিবেশের সাথে যে মানুষের নাই যোগ
গাছগাছালি কাটিয়ে সবে সয় দুর্ভোগ।
নাই ভ্রাতা তত ভালো আগের মতোই ধরা
দূষণে দূষণে ভ্রাতা এই পৃথিবীটা ভরা।

নাই কোথায় রে ভ্রাতা একটু ভালো যে কিছু
যদি থাকে তা আনার সবে ছুটে পিছু পিছু।
আগে মতো পৃথিবীতে ডাকে না তো কভু পাখি
একটু পাখির ডাক শোনা তরে চেয়ে থাকি।

পরিবেশ দূষিত রে সব কিছু বদ ফল
পানি দূষণের হেতু যেখানে সেখানে মল।
এমন হওয়ায় যে সকল জিনিস আনা
নাই কেউ ভ্রাতা ভালো এ বিষয়ে শুধু জানা।

",জাহাঙ্গীর আলম অপূর্ব ,অক্ষরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%a6%e0%a7%82%e0%a6%b7%e0%a6%bf%e0%a6%a4-%e0%a6%aa%e0%a7%83%e0%a6%a5%e0%a6%bf%e0%a6%ac%e0%a7%80/,,,
আমাদের কথা ,"মোদের কথা বলবো কি আর
কষ্ট প্রাণে আজ
মানুষ হয়ে মানুষ মারে
এ কেমন ভাই কাজ।

ভাবি আমি তাদের কথা
অন্তরে নেই ভয়,
নরহত্যা করে তারা
ভয় করেছে জয়।

পাখির প্রতি মানুষের ওই
যত মায়া ভাই
নরের জন্য নরের রে ভাই
তত মায়া নাই।

নরহত্যা জঘন্য কাজ
সবাই জানে ভাই,
মারার বেলায় তাদের কথা
মনে জাগে নাই।

আছে তাদের পরিবার ভাই
কষ্ট কাটে দিন,
যারে তুমি হত্যা করলে
কি ছিলো তার ঋণ।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%86%e0%a6%ae%e0%a6%a6%e0%a7%87%e0%a6%b0-%e0%a6%95%e0%a6%a5%e0%a6%be/,,,
লেখাপড়া,"লেখাপড়া শিখতে হবে
বুঝতে হবে ভালো,
জানতে হবে পুরো ধরা
আনতে হবে আলো।

লেখাপড়া মনে ময়লা
সদা করে ধ্বংস,
লেখাপড়া সুখের উল্লাস
সমাজের ওই অংশ।

জ্ঞানে দৃপ্ত শুদ্ধ ভাবে
গেছে সমাজ জুড়ে,
মনের সকল স্বপ্ন গুলো
যাচ্ছে রে ভাই দূরে।

পুরো জীবন স্বপ্ন নিয়ে
চলতে দেয়’রে শিক্ষা,
জ্ঞানের প্রতীক শিক্ষাগুরু
দিলেন তিনি দীক্ষা।

শিক্ষা ছাড়া জীবন পথে
চলা যায় না কভু,
শিক্ষা হলো মেরুদণ্ড
বিজ্ঞ বলেন তবু।

",জাহাঙ্গীর আলম অপূর্ব ,স্বরবৃত্ত,https://www.poetrystate.com/jahangiralam/%e0%a6%b2%e0%a7%87%e0%a6%96%e0%a6%be%e0%a6%aa%e0%a7%9c%e0%a6%be/,,,
